name,all_reviews,popular_tags
Rezrog,"Mixed,(236),- 46% of the 236 user reviews for this game are positive.","Turn-Based,Procedural Generation,Rogue-like,Rogue-lite,Dungeon Crawler,RPG,Turn-Based Tactics,Turn-Based Combat,Adventure,Perma Death,Indie,Difficult"
Planar Conquest,"Mixed,(236),- 49% of the 236 user reviews for this game are positive.","Strategy,RPG,Indie,Turn-Based,4X,Turn-Based Strategy,Simulation,Fantasy,Magic,Wargame,Exploration,Grand Strategy"
Vambrace: Cold Soul,"Mixed,(236),- 57% of the 236 user reviews for this game are positive.","Adventure,Indie,RPG,Dark Fantasy,Female Protagonist,Rogue-lite,Dungeon Crawler,Atmospheric,Fantasy,2D,Turn-Based Combat,Singleplayer,Story Rich,Turn-Based,Dark,Exploration,Demons,Difficult,Rogue-like,Survival"
The Dummy Experiment,"Mixed,(236),- 62% of the 236 user reviews for this game are positive.","Free to Play,Indie,Adventure,Difficult,Multiplayer"
God Awe-full Clicker,"Mixed,(236),- 63% of the 236 user reviews for this game are positive.","Free to Play,Clicker,Casual,Indie,Adventure,Simulation,Strategy,RPG,Singleplayer,Addictive,Resource Management,Management,Time Management,Relaxing,Puzzle,Fantasy,Crafting,Dungeon Crawler,Action,2D"
Puzzle Quest: Galactrix,"Mixed,(237),- 47% of the 237 user reviews for this game are positive.","RPG,Casual,Match 3,Puzzle,Sci-fi"
Sovereignty: Crown of Kings,"Mixed,(237),- 50% of the 237 user reviews for this game are positive.","Strategy,Grand Strategy,Turn-Based,Fantasy,Simulation,Singleplayer,Replay Value,Early Access,Tactical,Indie,Diplomacy,Turn-Based Tactics,Wargame"
Metaverse Construction Kit,"Mixed,(237),- 66% of the 237 user reviews for this game are positive.","Free to Play,Sandbox,Building,Simulation,Casual,Indie,Multiplayer,VR,Singleplayer,Crafting"
Impossible Runner,"Mixed,(239),- 60% of the 239 user reviews for this game are positive.","Free to Play,Casual,Indie,Difficult"
Daikatana,"Mixed,(239),- 62% of the 239 user reviews for this game are positive.","Action,FPS,Classic,Time Travel,Singleplayer,Sci-fi,Fantasy,Shooter,Multiplayer,Anime"
The Sea Eternal,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.","Indie,Adventure,RPG,Choose Your Own Adventure,Text-Based"
Omnipresent,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.","Indie,Strategy,Hacking"
King Arthur: Fallen Champions,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.","Strategy,RPG,Fantasy"
Ironclads: High Seas,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.","Strategy,Naval"
Detective Noir,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.","Adventure,Indie,Detective"
Stellaris: Infinite Frontiers (eBook),"Mixed,(24),- 45% of the 24 user reviews for this game are positive.","Strategy,Simulation"
Lords of the Fallen - Lion Heart Pack,"Mixed,(24),- 45% of the 24 user reviews for this game are positive.","Action,RPG"
Isolation,"Mixed,(24),- 45% of the 24 user reviews for this game are positive.","Adventure,Indie,Horror"
Hell,"Mixed,(24),- 45% of the 24 user reviews for this game are positive.","Strategy,Demons,Fantasy,Turn-Based,Dark Fantasy,Atmospheric,Dark,Turn-Based Strategy,Singleplayer,Turn-Based Tactics,Turn-Based Combat,Story Rich,Asynchronous Multiplayer,Multiplayer,Wargame,Tactical"
Cynoclept: The Game,"Mixed,(24),- 45% of the 24 user reviews for this game are positive.","Early Access,Gore,Action,Adventure,Violent,Early Access,Memes"
RainWidget,"Mixed,(24),- 45% of the 24 user reviews for this software are positive.","Early Access,Design & Illustration,Early Access,Utilities,Animation & Modeling"
Zombie Clicker Defense,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Casual,Action,Indie"
RGBverse,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Free to Play,Action,Casual,Indie"
Hard Era: The Fantasy Defence,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Simulation,Adventure,Strategy,Indie,RPG"
Exodus,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Indie,Adventure,Platformer,Metroidvania,2D"
A-Train 8,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Simulation,Trains,Strategy"
Astro Emporia,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.","Casual,Strategy,Indie"
TRIP Steam Edition,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.","Indie,Casual,Adventure,Simulation,Walking Simulator,Psychedelic"
The Lost Heir 3: Demon War,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.","Indie,RPG,Adventure,Choose Your Own Adventure,Text-Based,Interactive Fiction,Choices Matter"
Max Payne 3: Deathmatch Made In Heaven Pack,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.",Action
Lithium: Inmate 39,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.","Indie,Action,Strategy,Adventure,Horror"
J15 Jet Fighter VR (ï¦?5?ê³„ìŠ¬??,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.","Early Access,Simulation,Action,Casual,Racing,Early Access,RPG,Sports,Indie,Strategy,Adventure,VR,Flight"
CoH 2 - Soviet Commander: Soviet Industry Tactics,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.",Strategy
Chika Militant Cockroach,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.","Indie,Casual,Adventure,Action,2D,Singleplayer,Top-Down,Survival,War,Action-Adventure"
Zombie Flick | ??œê°­?™ãƒ¦?€,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Early Access,Sexual Content,Action,Indie,Early Access,Gore,Casual,RPG,Simulation,Adventure,Anime,Cute,Hack and Slash,Post-apocalyptic,Arcade,Female Protagonist,Fighting,Violent,Zombies,Drama"
Yeli Orog,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Adventure,Indie,Horror,Free to Play,FMV,Point & Click,Atmospheric,Story Rich,Dark Fantasy,Lovecraftian,Psychedelic,Mythology,Lore-Rich,Short,Psychological Horror,Dark,Psychological,Beautiful,Walking Simulator"
Voyage Senki VR å½¹ë£¡?¾é´‰ì¢? VR,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Early Access,Free to Play,RPG,Massively Multiplayer,Early Access,Strategy,MOBA,VR"
The Secret Monster Society,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Adventure,Casual,Indie,Singleplayer,Point & Click,Family Friendly,Funny,Comedy,Fantasy,Story Rich,Cartoony,Simulation,Zombies,Relaxing,RPG,Puzzle,Hidden Object,Stylized,Cartoon,Great Soundtrack"
Siegecraft Commander,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Strategy,Action,RTS,Base Building,Singleplayer,Multiplayer,Indie,Turn-Based Strategy,Fantasy,Turn-Based,Funny,VR"
Rocket Leagueì§?- MLB Fan Pack,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Action,Indie,Racing,Sports"
Paradox Soul,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Adventure,Indie,Action,Gore,Post-apocalyptic,Pixel Graphics,Metroidvania,Singleplayer,Sci-fi,Atmospheric,Story Rich,Great Soundtrack,Dark,Space,Blood,Robots,Violent,Platformer,Aliens,Difficult"
Nightmare on Azathoth,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Action,Adventure,Indie,Survival,Survival Horror,Psychological,Difficult,Simulation,Lovecraftian"
HOUND,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Early Access,Indie,Simulation,Early Access,Open World,Atmospheric"
Hexodius,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Action,Indie,Twin Stick Shooter"
Hentai Forest,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Sexual Content,Nudity,Indie,Casual,Strategy,Puzzle,Mature,Anime,Singleplayer,Fantasy,Great Soundtrack,2D,Atmospheric,Relaxing,Cute,Visual Novel,Music,Female Protagonist,Psychological Horror,RPG"
Ground Breakers,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Strategy,Indie,Turn-Based Combat,Turn-Based Tactics,Turn-Based Strategy,Crafting,Character Customization,Multiplayer,Robots,Sci-fi,Isometric,Grid-Based Movement,Tactical,Turn-Based"
Die With Glory ??Point and Click Adventure Game,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Adventure,Action,Indie,Point & Click,Singleplayer,Funny,Fantasy,Comedy,2D,Family Friendly,Dark Humor,Nonlinear"
Crucible Falls: Together Forever,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Adventure,Horror,Survival Horror,Co-op,Psychological Horror,Puzzle,Dark"
Bathroom Chef,"Mixed,(24),- 58% of the 24 user reviews for this game are positive.","Indie,Casual,Action,Singleplayer,2D,Difficult,Funny,Atmospheric,Puzzle,Comedy,Dark Comedy,Dark Humor,Fast-Paced,Arcade,Cartoony,Colorful,Replay Value"
The Exorcist,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Early Access,RPG,Adventure,Early Access,Simulation,Casual,Indie,RPGMaker"
Segment,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Action,Adventure,Indie"
QUBIC,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Indie,Casual,Puzzle,Singleplayer,Turn-Based,Arcade,Great Soundtrack,Funny,Pixel Graphics,Relaxing,Classic,Platformer,Third Person,Violent,PvE,Puzzle-Platformer,3D Platformer,Top-Down,Fast-Paced,Comedy"
Metamorphic,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Simulation,Indie,Puzzle,First-Person,Physics,Atmospheric,Puzzle-Platformer"
MegaSphere Demo,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Indie,Action,Adventure"
Logos,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Strategy,Simulation,Singleplayer,Turn-Based Strategy,Zombies,2D,Casual,God Game,Card Game,Aliens,Indie,Sci-fi,Difficult,Survival,Great Soundtrack"
Goblin Defenders: Steel????Wood,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Strategy,Casual,Adventure,Tower Defense"
GAIA 2200,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Strategy,Indie,Adventure,Tower Defense"
FSX: Steam Edition - FS Global 2010 Add-On,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.",Simulation
Europa Universalis IV: Republican Music Pack,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Strategy,Simulation"
Chevo Lurker: Exodus,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Action,Adventure,RPG,RPGMaker"
Casino Noir,"Mixed,(24),- 62% of the 24 user reviews for this game are positive.","Adventure,Indie,Point & Click,Noir"
Medieval Blocks - Substance Designer Tutorial,"Mixed,(24),- 62% of the 24 user reviews for this video are positive.","Animation & Modeling,Tutorial,Game Development"
Turret Tech,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Action,Adventure"
Scarlett's Dungeon,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Adventure,RPG,Action,Indie,Rogue-lite,Procedural Generation,Retro"
My Loved Heart,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Indie,Casual,Action,Adventure,Platformer"
Measurement Problem,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Adventure,Indie,Narration,First-Person,Puzzle-Platformer,Puzzle"
Mad Digger,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Simulation,Casual,Indie,Adventure"
Kingdom of the Dragon,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Action,Indie,RPG,Adventure,Side Scroller,Fantasy,2D,Difficult,Atmospheric,Exploration,Pixel Graphics,Metroidvania"
Commander Cool 2,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Action,Indie,Platformer,2D,Local Multiplayer,Retro,Funny"
Call of Dutyì§? Advanced Warfare - Lightning Personalization Pack,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.",Action
Beware of Trains,"Mixed,(24),- 66% of the 24 user reviews for this game are positive.","Action,Casual,Violent,Indie,Strategy,Puzzle,Trains,Sandbox,Logic"
Conan Exiles,"Mixed,(24,605),- 69% of the 24,605 user reviews for this game are positive.","Survival,Open World,Crafting,Building,Nudity,Multiplayer,Sandbox,RPG,Massively Multiplayer,Action,Violent,Adventure,Exploration,Online Co-Op,Gore,PvP,Co-op,Singleplayer,Fantasy,Early Access"
MadOut Open City,"Mixed,(240),- 40% of the 240 user reviews for this game are positive.","Racing,Action,Open World,Simulation,Indie,Sports,Multiplayer,Funny"
Wanderlust: Rebirth,"Mixed,(240),- 51% of the 240 user reviews for this game are positive.","RPG,Indie,Adventure,Action,Multiplayer,Pixel Graphics,Online Co-Op,Co-op,GameMaker"
Autocraft,"Mixed,(240),- 53% of the 240 user reviews for this game are positive.","Sandbox,Simulation,Building,Indie,Physics,Casual,Space,Crafting,Singleplayer,Early Access,Multiplayer,Space Sim,Open World"
Still Life 2,"Mixed,(241),- 44% of the 241 user reviews for this game are positive.","Adventure,Point & Click,Female Protagonist,Crime,Mystery,Singleplayer,Detective,Puzzle,Horror"
Mayjasmine Episode01 - What is God?,"Mixed,(241),- 65% of the 241 user reviews for this game are positive.","Visual Novel,Indie,Adventure,Anime,Nudity,Horror,Gore,Cute"
TinyKeep,"Mixed,(241),- 66% of the 241 user reviews for this game are positive.","Action,Indie,Adventure,RPG,Rogue-like,Perma Death,Procedural Generation,Dungeon Crawler"
The Watson-Scott Test,"Mixed,(243),- 61% of the 243 user reviews for this game are positive.","Indie,Violent,Psychological Horror,Horror,Text-Based,Atmospheric,Interactive Fiction"
On a Roll,"Mixed,(244),- 65% of the 244 user reviews for this game are positive.","Early Access,Sports,Simulation,Action,Early Access,Indie,Great Soundtrack"
MX vs. ATV Unleashed,"Mixed,(244),- 65% of the 244 user reviews for this game are positive.","Racing,Motocross,Simulation,ATV,Motorbike,Open World,Offroad,Multiplayer"
Bunny Must Die! Chelsea and the 7 Devils,"Mixed,(244),- 68% of the 244 user reviews for this game are positive.","Metroidvania,Anime,Action,Indie,Platformer,Adventure,Female Protagonist,2D,Difficult,Pixel Graphics,Cute,Great Soundtrack"
"War, the Game","Mixed,(245),- 62% of the 245 user reviews for this game are positive.","Strategy,Indie,RTS,War,Grand Strategy"
Murderous Pursuits,"Mixed,(245),- 68% of the 245 user reviews for this game are positive.","Action,Simulation,Indie,Strategy,Stealth,Multiplayer,Mystery,Assassin,Third Person"
Dogfight 1942,"Mixed,(245),- 68% of the 245 user reviews for this game are positive.","Simulation,Flight,World War II,Action,Local Co-Op,Local Multiplayer,Split Screen,Shooter,Arcade"
Seeking Dawn,"Mixed,(245),- 69% of the 245 user reviews for this game are positive.","Adventure,Gore,Violent,Indie,VR,FPS,Multiplayer"
Harvest Seasons,"Mixed,(246),- 69% of the 246 user reviews for this game are positive.","Free to Play,Simulation,Strategy,Casual,Indie,Clicker"
Quarantine,"Mixed,(247),- 57% of the 247 user reviews for this game are positive.","Strategy,Simulation,Survival,Turn-Based Strategy,Tactical,Turn-Based Tactics,Indie,RPG,Early Access,Atmospheric,Replay Value,Dark,Difficult"
Red Stone Online,"Mixed,(247),- 59% of the 247 user reviews for this game are positive.","Free to Play,RPG,Massively Multiplayer,Anime,MMORPG,2.5D"
Space Empires V,"Mixed,(247),- 68% of the 247 user reviews for this game are positive.","Strategy,4X,Space,Sci-fi,Turn-Based,Singleplayer,Turn-Based Strategy,Multiplayer"
Lucius III,"Mixed,(248),- 51% of the 248 user reviews for this game are positive.","Adventure,Violent,Gore,Nudity,Indie,Horror,Villain Protagonist,Dark,Demons,Singleplayer,Puzzle,Psychological Horror,Atmospheric,Action"
VEGAS Movie Studio 14 Platinum Steam Edition,"Mixed,(249),- 53% of the 249 user reviews for this software are positive.",Video Production
Space Hulk: Tactics,"Mixed,(249),- 59% of the 249 user reviews for this game are positive.","Strategy,Violent,Warhammer 40K,Turn-Based Strategy,Turn-Based,Turn-Based Tactics"
Assassin's Creed Syndicate - Jack The Ripper,"Mixed,(249),- 61% of the 249 user reviews for this game are positive.","Action,Adventure,Horror"
SORE,"Mixed,(249),- 63% of the 249 user reviews for this game are positive.","Free to Play,Indie,Puzzle,Pixel Graphics,Atmospheric,Psychological Horror,Great Soundtrack,Experimental,Short,Story Rich,Controller,Singleplayer,Minimalist,Silent Protagonist,Linear"
The Life Of Greather,"Mixed,(25),- 40% of the 25 user reviews for this game are positive.","Adventure,RPG,Indie"
Not in Heaven,"Mixed,(25),- 40% of the 25 user reviews for this game are positive.","Indie,Adventure,Casual,Action,Simulation,Horror,Third Person,Psychological Horror,Survival Horror,Story Rich,Atmospheric,Singleplayer,Lore-Rich,Mystery,Dark,Puzzle,Violent,Blood,Surreal,Walking Simulator"
