id,all_reviews,name,URL,popular_tags
117,"Positive,(43),- 95% of the 43 user reviews for this game are positive.",Kingdoms of Amalur: Reckoning - Legend of Dead Kel,https://store.steampowered.com/app/102510/Kingdoms_of_Amalur_Reckoning__Legend_of_Dead_Kel/,"Action,RPG"
118,"Very Positive,(51),- 82% of the 51 user reviews for this game are positive.",Kingdoms of Amalur: Reckoning - Teeth of Naros,https://store.steampowered.com/app/102511/Kingdoms_of_Amalur_Reckoning__Teeth_of_Naros/,"RPG,Action"
119,"Positive,(24),- 91% of the 24 user reviews for this game are positive.",Oik Memory 3,https://store.steampowered.com/app/1025130/Oik_Memory_3/,"Casual,Indie,Simulation"
120,"Very Positive,(78),- 83% of the 78 user reviews for this game are positive.",The Floor Is Really Cheap Lava,https://store.steampowered.com/app/1025200/The_Floor_Is_Really_Cheap_Lava/,"Free to Play,Casual,Racing,Indie,Strategy"
121,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.",GLAD VALAKAS TOWER DEFENCE 2,https://store.steampowered.com/app/1025240/GLAD_VALAKAS_TOWER_DEFENCE_2/,"Casual,Action,Violent,Indie,Strategy,Singleplayer,Funny,Memes,Dark Humor,2D,Comedy,Stylized,Cartoony,Character Action Game"
122,"Very Positive,(205),- 81% of the 205 user reviews for this game are positive.",Shadow Corridor,https://store.steampowered.com/app/1025250/Shadow_Corridor/,"Action,Indie,Horror,First-Person"
123,"Mixed,(66),- 68% of the 66 user reviews for this game are positive.",Rebirth Fantasy Online,https://store.steampowered.com/app/1025260/Rebirth_Fantasy_Online/,"Early Access,RPG,Indie,Massively Multiplayer,Free to Play,Early Access,Adventure,2D"
124,"Positive,(22),- 90% of the 22 user reviews for this game are positive.",Grim Nights - Elven Curse,https://store.steampowered.com/app/1025340/Grim_Nights__Elven_Curse/,"Strategy,Indie"
125,"Mixed,(2,164),- 61% of the 2,164 user reviews for this game are positive.",Vainglory,https://store.steampowered.com/app/1025580/Vainglory/,"Early Access,Free to Play,MOBA,Early Access,Multiplayer,Strategy,Action,Team-Based,Anime"
126,"Positive,(26),- 84% of the 26 user reviews for this game are positive.",Manipulator of Figure 3,https://store.steampowered.com/app/1025920/Manipulator_of_Figure_3/,"Indie,Casual"
127,"Overwhelmingly Positive,(4,169),- 96% of the 4,169 user reviews for this game are positive.",Orcs Must Die!,https://store.steampowered.com/app/102600/Orcs_Must_Die/,"Tower Defense,Action,Strategy,Third Person,Fantasy,Singleplayer,Indie,Comedy,Funny,Third-Person Shooter,Cartoony,Magic,Score Attack,Shooter,Great Soundtrack,Multiplayer,Addictive,Adventure,RPG,Arcade"
128,"Mixed,(416),- 56% of the 416 user reviews for this game are positive.",Devotion - Original Soundtracks,https://store.steampowered.com/app/1026010/Devotion__Original_Soundtracks/,"Political,Indie,Adventure,Politics,Horror,Psychological Horror"
129,"Mixed,(28),- 60% of the 28 user reviews for this game are positive.",Racing Classics: Drag Race Simulator,https://store.steampowered.com/app/1026110/Racing_Classics_Drag_Race_Simulator/,"Early Access,Racing,Free to Play,Early Access,Simulation,Driving,Realistic"
130,"Positive,(38),- 94% of the 38 user reviews for this game are positive.",Orcs Must Die! - Artifacts of Power,https://store.steampowered.com/app/102622/Orcs_Must_Die__Artifacts_of_Power/,"Strategy,Action,Indie"
131,"Positive,(32),- 96% of the 32 user reviews for this game are positive.",TAMASHII,https://store.steampowered.com/app/1026400/TAMASHII/,"Indie,Nudity,Horror,Puzzle,Singleplayer,Retro,Supernatural,Dark,Psychedelic,Pixel Graphics"
132,"Very Positive,(804),- 93% of the 804 user reviews for this game are positive.",Coloring Game,https://store.steampowered.com/app/1026820/Coloring_Game/,"Free to Play,Relaxing,Pixel Graphics,Casual,Singleplayer,Indie,Colorful,2D,Design & Illustration,Family Friendly"
133,"Very Positive,(76),- 92% of the 76 user reviews for this game are positive.",Ultra Fight Da ! Kyanta 2,https://store.steampowered.com/app/1026840/Ultra_Fight_Da__Kyanta_2/,"Early Access,Free to Play,Early Access,Indie,Action,Fighting,Competitive,Demons,2D Fighter"
134,"Mixed,(539),- 66% of the 539 user reviews for this game are positive.",Disciples III: Reincarnation,https://store.steampowered.com/app/10270/Disciples_III_Reincarnation/,"RPG,Turn-Based Strategy,Strategy,Turn-Based,Fantasy,Dark Fantasy,Singleplayer,Multiplayer,Gothic,Masterpiece,Atmospheric"
135,"Positive,(32),- 90% of the 32 user reviews for this game are positive.",NEKO-NIN exHeart 2 Love +PLUS,https://store.steampowered.com/app/1027130/NEKONIN_exHeart_2_Love_PLUS/,"Nudity,Anime,Casual,Sexual Content,Visual Novel,Cute,Cats,Dog,FPS"
136,"Positive,(34),- 97% of the 34 user reviews for this game are positive.",Antenna Dilemma,https://store.steampowered.com/app/1027990/Antenna_Dilemma/,"Indie,Adventure,Point & Click,2D,Singleplayer,Story Rich"
137,"Mostly Positive,(76),- 78% of the 76 user reviews for this game are positive.",Gatling Gears,https://store.steampowered.com/app/102810/Gatling_Gears/,"Action,Adventure,Indie,Twin Stick Shooter,Steampunk,Co-op"
138,"Mixed,(66),- 63% of the 66 user reviews for this game are positive.",Gamble Fight Plus,https://store.steampowered.com/app/1028130/Gamble_Fight_Plus/,"Sexual Content,Nudity,Action,Indie,Female Protagonist,Anime,Singleplayer,Cute,Fighting,3D Platformer,Fast-Paced"
139,"Positive,(27),- 85% of the 27 user reviews for this game are positive.",Tahko Alpine Ski,https://store.steampowered.com/app/1028170/Tahko_Alpine_Ski/,"Free to Play,Casual,Simulation,Sports,VR"
140,"Very Positive,(111),- 88% of the 111 user reviews for this game are positive.",theHunter?? Call of the Wild - Weapon Pack 2,https://store.steampowered.com/app/1028270/theHunter_Call_of_the_Wild__Weapon_Pack_2/,"Adventure,Simulation,Sports"
141,"Very Positive,(1,246),- 81% of the 1,246 user reviews for this game are positive.",Shank 2,https://store.steampowered.com/app/102840/Shank_2/,"Action,Beat 'em up,Indie,2D,Adventure,Local Co-Op,Side Scroller,Platformer,Co-op,Gore,Hack and Slash,Controller,Mature,Stylized,Shooter,Singleplayer,Difficult,Violent,Cartoon"
142,"Mostly Positive,(242),- 71% of the 242 user reviews for this game are positive.",Warp,https://store.steampowered.com/app/102850/Warp/,"Action,Adventure,Indie,Puzzle,Stealth,Aliens,Gore"
143,"Positive,(47),- 87% of the 47 user reviews for this game are positive.",Lofi Ping Pong,https://store.steampowered.com/app/1028570/Lofi_Ping_Pong/,"Indie,Rhythm,Great Soundtrack,Music,Tennis,Pixel Graphics"
144,"Mixed,(32),- 46% of the 32 user reviews for this game are positive.",Star Chef: Cooking & Restaurant Game,https://store.steampowered.com/app/1028860/Star_Chef_Cooking__Restaurant_Game/,"Free to Play,Simulation,Indie,Casual"
145,"Very Positive,(139),- 88% of the 139 user reviews for this game are positive.",It Moves,https://store.steampowered.com/app/1028930/It_Moves/,"Free to Play,Indie,Horror,RPGMaker"
146,"Positive,(24),- 95% of the 24 user reviews for this game are positive.",Trash Time,https://store.steampowered.com/app/1029110/Trash_Time/,"Casual,VR"
147,"Mixed,(38),- 63% of the 38 user reviews for this game are positive.",Hentai Survive Island,https://store.steampowered.com/app/1029240/Hentai_Survive_Island/,"Nudity,Simulation,Action,Adventure,Sexual Content,Mature,Anime,Singleplayer,Cute,Survival,Indie,Relaxing,Great Soundtrack,Third Person,Action-Adventure,3D,3D Vision,RPG"
148,"Mixed,(151),- 41% of the 151 user reviews for this game are positive.",Power & Revolution 2019 Edition,https://store.steampowered.com/app/1029630/Power__Revolution_2019_Edition/,"Strategy,Simulation,Politics"
149,"Mixed,(466),- 64% of the 466 user reviews for this game are positive.",Layers of Fear 2,https://store.steampowered.com/app/1029890/Layers_of_Fear_2/,"Psychological Horror,Atmospheric,Dark,Psychological,Story Rich,Walking Simulator,Singleplayer,Exploration,Puzzle,Mature,Surreal,Beautiful,Great Soundtrack,Drama,First-Person,Masterpiece,Choices Matter,Horror,Sequel,Psychedelic"
150,"Positive,(33),- 100% of the 33 user reviews for this game are positive.",Dig Deep,https://store.steampowered.com/app/1029970/Dig_Deep/,"Action,Indie,Casual,Pixel Graphics,Runner"
151,"Very Positive,(63),- 95% of the 63 user reviews for this game are positive.",UBERMOSH Vol.7,https://store.steampowered.com/app/1029980/UBERMOSH_Vol7/,"Indie,Action,Retro,Great Soundtrack,Arcade,Fast-Paced,Cult Classic,Pixel Graphics,Gore"
152,"Positive,(23),- 95% of the 23 user reviews for this game are positive.",Your Future Self,https://store.steampowered.com/app/1030580/Your_Future_Self/,"Casual,Adventure,Indie,Text-Based,Story Rich,Interactive Fiction,Singleplayer,Short,Pixel Graphics,2D,Sci-fi,Thriller,Atmospheric,Retro,Psychological Horror,Dark,Visual Novel,Dystopian,Mystery"
153,"Very Positive,(115),- 94% of the 115 user reviews for this game are positive.",Unroaded,https://store.steampowered.com/app/1031110/Unroaded/,"Free to Play,Indie,Violent,Casual,Visual Novel,Dark,Philisophical,Adventure,Choices Matter,RPG"
154,"Mixed,(287),- 65% of the 287 user reviews for this game are positive.",The Horus Heresy: Legions,https://store.steampowered.com/app/1031140/The_Horus_Heresy_Legions/,"Free to Play,Warhammer 40K,Card Game,Strategy"
155,"Very Positive,(58),- 96% of the 58 user reviews for this game are positive.",TOKYO CHRONOS,https://store.steampowered.com/app/1031440/TOKYO_CHRONOS/,"Adventure,Simulation,Violent,Anime,Visual Novel,VR,Mystery,Sci-fi,Story Rich,Kickstarter"
156,"Mixed,(71),- 67% of the 71 user reviews for this game are positive.",Survivor,https://store.steampowered.com/app/1031700/Survivor/,"Adventure,Free to Play,Indie"
157,"Mixed,(305),- 68% of the 305 user reviews for this game are positive.",Blood Trail,https://store.steampowered.com/app/1032430/Blood_Trail/,"Early Access,Gore,Violent,Early Access,Action,VR"
158,"Very Positive,(143),- 93% of the 143 user reviews for this game are positive.",JermaSlots,https://store.steampowered.com/app/1032520/JermaSlots/,"Free to Play,Indie,Casual,Memes,Funny"
159,"Positive,(35),- 91% of the 35 user reviews for this game are positive.",Sticks And Bones,https://store.steampowered.com/app/1032730/Sticks_And_Bones/,"Action,Casual,Indie,Adventure,Pirates"
160,"Very Positive,(62),- 98% of the 62 user reviews for this game are positive.",Journey of Greed,https://store.steampowered.com/app/1032790/Journey_of_Greed/,"Early Access,Strategy,Card Game,Indie,Board Game,Early Access,Turn-Based,Multiplayer"
161,"Mixed,(38),- 65% of the 38 user reviews for this game are positive.",New Age,https://store.steampowered.com/app/1033810/New_Age/,"Early Access,Free to Play,RPG,Early Access,Strategy"
162,"Very Positive,(149),- 85% of the 149 user reviews for this game are positive.",Kingdom Come: Deliverance - A Woman's Lot,https://store.steampowered.com/app/1033890/Kingdom_Come_Deliverance__A_Womans_Lot/,"RPG,Action,Adventure"
163,"Positive,(44),- 97% of the 44 user reviews for this game are positive.","Its Simple, SHOOT",https://store.steampowered.com/app/1034200/Its_Simple_SHOOT/,"Free to Play,Action,Casual"
164,"Mostly Positive,(36),- 75% of the 36 user reviews for this game are positive.",Hard Light Vector,https://store.steampowered.com/app/1034740/Hard_Light_Vector/,"Free to Play,Indie,Action,Adventure,3D Platformer,First-Person,Fast-Paced"
165,"Positive,(28),- 100% of the 28 user reviews for this game are positive.",Blaster Master Zero,https://store.steampowered.com/app/1034900/Blaster_Master_Zero/,"Action,Pixel Graphics,Platformer,Retro,Metroidvania,Anime,2D"
166,"Very Positive,(116),- 93% of the 116 user reviews for this game are positive.",Hentai Mosaique Vip Room,https://store.steampowered.com/app/1035610/Hentai_Mosaique_Vip_Room/,"Sexual Content,Casual,Nudity,Indie,Anime,Action,NSFW,Simulation,RPG,Clicker,Puzzle"
167,"Positive,(41),- 87% of the 41 user reviews for this game are positive.",Mistress of Maids: First Castle,https://store.steampowered.com/app/1035800/Mistress_of_Maids_First_Castle/,"Free to Play,Indie,RPG,Singleplayer,Pixel Graphics,Rogue-like,2D"
168,"Positive,(30),- 93% of the 30 user reviews for this game are positive.",vApe Escape,https://store.steampowered.com/app/1035890/vApe_Escape/,"Adventure,Indie,Science,Space,Sci-fi,Short,Comedy,Point & Click"
169,"Mostly Positive,(45),- 75% of the 45 user reviews for this game are positive.",Nyasha,https://store.steampowered.com/app/1035930/Nyasha/,"Nudity,Sexual Content,Indie,Casual,Puzzle"
170,"Positive,(41),- 100% of the 41 user reviews for this game are positive.",National Park Girls,https://store.steampowered.com/app/1036580/National_Park_Girls/,"Visual Novel,Indie,Casual,Anime,Female Protagonist,Cute,Story Rich"
171,"Mostly Positive,(196),- 72% of the 196 user reviews for this game are positive.",Auf Abwegen,https://store.steampowered.com/app/1036850/Auf_Abwegen/,"Free to Play,Indie,Adventure,2D"
172,"Positive,(42),- 85% of the 42 user reviews for this game are positive.",Super Jigsaw Puzzle: Generations,https://store.steampowered.com/app/1036950/Super_Jigsaw_Puzzle_Generations/,"Casual,Indie,Strategy,Puzzle,Free to Play,Relaxing,Singleplayer,2D,Family Friendly,Replay Value,GameMaker,Difficult,Beautiful,Simulation,Atmospheric"
173,"Positive,(33),- 100% of the 33 user reviews for this game are positive.",Warframe®: TennoCon 2019 Digital Pack,https://store.steampowered.com/app/1037160/Warframe_TennoCon_2019_Digital_Pack/,"Violent,Free to Play,Gore,Action"
174,"Mostly Positive,(73),- 79% of the 73 user reviews for this game are positive.",Fat Prisoner Simulator,https://store.steampowered.com/app/1037560/Fat_Prisoner_Simulator/,"Sports,Simulation,Indie,Funny,Fighting,Fast-Paced,Sandbox,Comedy,Third Person,Arcade,Physics,Singleplayer,Relaxing,Atmospheric,Replay Value"
175,"Positive,(37),- 91% of the 37 user reviews for this game are positive.",Sellswords: Ashen Company,https://store.steampowered.com/app/1037570/Sellswords_Ashen_Company/,"Early Access,Action,Strategy,Early Access,Swordplay,Medieval,RTS,Sandbox,Singleplayer,Horses"
176,"Mixed,(41),- 51% of the 41 user reviews for this game are positive.",Grand Dude Simulator,https://store.steampowered.com/app/1037960/Grand_Dude_Simulator/,"Simulation,Action,Indie,Racing,Funny,Singleplayer,Sandbox,Gore,Adventure,Comedy,Replay Value,Atmospheric,Physics,Relaxing,Fighting,Arcade,Shooter,Exploration,Open World,Violent"
177,"Mixed,(20),- 65% of the 20 user reviews for this software are positive.",RainDesktop,https://store.steampowered.com/app/1038240/RainDesktop/,"Early Access,Animation & Modeling,Design & Illustration,Utilities,Early Access"
178,"Very Positive,(66),- 92% of the 66 user reviews for this game are positive.",Trials of Fire,https://store.steampowered.com/app/1038370/Trials_of_Fire/,"Early Access,Strategy,RPG,Early Access,Indie,Turn-Based,Card Game,Fantasy,Procedural Generation,Rogue-like,Story Rich"
179,"Mostly Positive,(55),- 74% of the 55 user reviews for this game are positive.",Draw With Unknown,https://store.steampowered.com/app/1039370/Draw_With_Unknown/,"Casual,Indie,Hand-drawn,Singleplayer,Relaxing,Local Multiplayer,2D,Multiplayer,Fantasy,Short,Family Friendly,Comic Book,Arcade,Pixel Graphics"
180,"Mixed,(36),- 52% of the 36 user reviews for this game are positive.",Survival Frenzy,https://store.steampowered.com/app/1039870/Survival_Frenzy/,"Early Access,Action,Battle Royale,FPS,Survival,Third-Person Shooter"
181,"Mostly Positive,(40),- 77% of the 40 user reviews for this game are positive.",Adventure Climb VR,https://store.steampowered.com/app/1040430/Adventure_Climb_VR/,"Free to Play,Sports,Simulation,Casual,Action,Racing,Adventure,VR"
182,"Very Positive,(91),- 97% of the 91 user reviews for this game are positive.",Prologue for a Vacant Kingdom,https://store.steampowered.com/app/1040490/Prologue_for_a_Vacant_Kingdom/,"Free to Play,Action,Bullet Hell,RPG,Indie,Adventure,Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,Difficult,Funny,Pixel Graphics"
183,"Mixed,(20),- 65% of the 20 user reviews for this game are positive.",Rumble Arena,https://store.steampowered.com/app/1040820/Rumble_Arena/,"Free to Play,Indie,Action,Fighting"
184,"Mixed,(67),- 67% of the 67 user reviews for this game are positive.",Inside a Star-filled Sky,https://store.steampowered.com/app/104100/Inside_a_Starfilled_Sky/,"Indie,Action,Strategy,Procedural Generation,Rogue-like,Pixel Graphics"
185,"Mixed,(389),- 69% of the 389 user reviews for this game are positive.",Lords Mobile,https://store.steampowered.com/app/1041320/Lords_Mobile/,"Strategy,Massively Multiplayer,RPG,Free to Play"
